target_id	length	eff_length	est_counts	tpm
ENSMUST00000141546	448	240.892	186.416	14.1196
ENSMUST00000152176	533	323.229	1.29529	0.0731175
ENSMUST00000130020	820	608.91	333.084	9.98076
ENSMUST00000150597	732	520.944	294.89	10.3284
ENSMUST00000049877	567	356.659	1	0.0511576
ENSMUST00000112426	1389	1177.82	889.067	13.7726
ENSMUST00000031483	1814	1602.82	220.984	2.51558
ENSMUST00000086643	1868	1656.82	673.838	7.42065
ENSMUST00000031481	1563	1351.82	102.643	1.38539
ENSMUST00000136483	701	490.107	205.816	7.66214
ENSMUST00000149208	527	317.373	0	0
ENSMUST00000170468	1510	1298.82	3807.11	53.482
ENSMUST00000055358	750	538.91	1	0.0338568
ENSMUST00000006828	2391	2179.82	3136	26.2493
ENSMUST00000105383	1718	1506.82	0	0
ENSMUST00000018805	3935	3723.82	1593.02	7.80541
ENSMUST00000063776	1476	1264.82	652.366	9.41076
ENSMUST00000123085	882	670.87	234.793	6.38572
ENSMUST00000148736	884	672.87	76.1676	2.06539
ENSMUST00000142069	862	650.87	55.8784	1.56643
ENSMUST00000134418	858	646.87	31.7462	0.895441
ENSMUST00000152653	497	287.979	4.04615	0.256356
ENSMUST00000137878	513	303.654	4.74069	0.284856
ENSMUST00000127295	3690	3478.82	11.5253	0.0604481
ENSMUST00000114000	14910	14698.8	169.57	0.210488
ENSMUST00000147740	3055	2843.82	0	0
ENSMUST00000141778	868	656.87	0	0
ENSMUST00000141261	704	493.107	0	0
ENSMUST00000139998	369	169.417	0	0
ENSMUST00000146331	2494	2282.82	6.82941	0.054585
ENSMUST00000156107	2145	1933.82	0	0
ENSMUST00000128983	1792	1580.82	6.46877	0.0746622
ENSMUST00000132333	2133	1921.82	8.54445	0.081121
ENSMUST00000149433	1383	1171.82	65.0368	1.01265
ENSMUST00000113991	4438	4226.82	4549.86	19.6402
ENSMUST00000113992	1858	1646.82	4.99285	0.0553177
ENSMUST00000123308	596	385.517	236.295	11.1834
ENSMUST00000099385	1133	921.822	122.311	2.42092
ENSMUST00000166117	3283	3071.82	1836	10.9053
ENSMUST00000005490	2089	1877.82	72	0.699585
ENSMUST00000168110	9903	9691.82	14.1914	0.0267167
ENSMUST00000163209	2199	1987.82	0	0
ENSMUST00000067705	3191	2979.82	57.1058	0.349665
ENSMUST00000170065	2080	1868.82	0.973721	0.00950668
ENSMUST00000165090	464	256.072	0	0
ENSMUST00000168617	1794	1582.82	0	0
ENSMUST00000168080	1160	948.822	40.506	0.778928
ENSMUST00000171781	431	224.958	0	0
ENSMUST00000164979	945	733.87	0	0
ENSMUST00000020200	2473	2261.82	2.13706	0.0172393
ENSMUST00000164519	1229	1017.82	0	0
ENSMUST00000031718	1370	1158.82	0	0
ENSMUST00000171089	1221	1009.82	0	0
ENSMUST00000174194	974	762.822	0	0
ENSMUST00000174423	1212	1000.82	0	0
ENSMUST00000174036	697	486.107	0	0
ENSMUST00000061289	963	751.822	0	0
ENSMUST00000028767	4664	4452.82	5156.26	21.1282
ENSMUST00000136321	433	226.884	1.06888	0.0859585
ENSMUST00000149904	538	328.165	14.6302	0.813431
ENSMUST00000126984	881	669.87	100.086	2.72611
ENSMUST00000110320	4916	4704.82	116.094	0.450226
ENSMUST00000110319	1484	1272.82	5.04195	0.0722759
ENSMUST00000044306	6930	6718.82	26.4575	0.0718485
ENSMUST00000105561	4435	4223.82	0	0
ENSMUST00000105560	4265	4053.82	0	0
ENSMUST00000155772	586	375.517	0	0
ENSMUST00000135120	598	387.517	1	0.0470838
ENSMUST00000156826	450	242.751	0	0
ENSMUST00000078414	1148	936.822	1	0.0194762
ENSMUST00000057610	6045	5833.82	162	0.506669
ENSMUST00000027285	1414	1202.82	311.642	4.72734
ENSMUST00000144617	808	596.91	8.87741	0.271356
ENSMUST00000114925	1047	835.822	1157.44	25.2667
ENSMUST00000118059	1179	967.822	41.2203	0.777102
ENSMUST00000134184	730	518.944	698.816	24.57
ENSMUST00000177188	699	488.107	7.46815	0.279165
ENSMUST00000095536	4150	3938.82	61.6707	0.285677
ENSMUST00000110220	2655	2443.82	88.0046	0.657049
ENSMUST00000040179	5081	4869.82	349.732	1.31034
ENSMUST00000176695	4168	3956.82	32.6734	0.150664
ENSMUST00000040273	4147	3935.82	0	0
ENSMUST00000176008	5482	5270.82	12.273	0.0424849
ENSMUST00000110224	4647	4435.82	122.785	0.505049
ENSMUST00000142411	650	439.284	0	0
ENSMUST00000124701	2165	1953.82	32.2829	0.301474
ENSMUST00000153570	655	444.227	14.4736	0.594477
ENSMUST00000155448	4534	4322.82	323.703	1.36629
ENSMUST00000177114	3999	3787.82	0	0
ENSMUST00000175899	636	425.284	0	0
ENSMUST00000176460	902	690.87	6.07503	0.160441
ENSMUST00000177168	3005	2793.82	239.571	1.56458
ENSMUST00000176937	1223	1011.82	0	0
ENSMUST00000177525	1788	1576.82	72.9355	0.843953
ENSMUST00000175844	1297	1085.82	21.6229	0.363344
ENSMUST00000075859	1095	883.822	0	0
ENSMUST00000106442	3486	3274.82	1324.57	7.3799
ENSMUST00000098060	3301	3089.82	1606.1	9.48425
ENSMUST00000167309	3534	3322.82	2072.32	11.3792
ENSMUST00000034150	4859	4647.82	7116	27.935
ENSMUST00000081571	933	721.87	0	0
ENSMUST00000161356	11699	11487.8	17.5507	0.0278753
ENSMUST00000160791	891	679.87	4.96132	0.133148
ENSMUST00000062372	10885	10673.8	0	0
ENSMUST00000159768	2775	2563.82	7.08308	0.0504077
ENSMUST00000161353	2556	2344.82	0	0
ENSMUST00000162427	4828	4616.82	0	0
ENSMUST00000159741	565	354.659	0	0
ENSMUST00000162876	600	389.517	0.40491	0.0189668
ENSMUST00000162637	1632	1420.82	0	0
ENSMUST00000162622	1713	1501.82	0	0
ENSMUST00000160707	3409	3197.82	11.7847	0.0672397
ENSMUST00000161782	2555	2343.82	7	0.0544924
ENSMUST00000077194	2549	2337.82	20	0.156092
ENSMUST00000039718	1266	1054.82	2	0.034595
ENSMUST00000140565	3901	3689.82	344.866	1.70533
ENSMUST00000045817	3352	3140.82	2459.29	14.2866
ENSMUST00000170152	575	364.589	125.697	6.29049
ENSMUST00000169893	2046	1834.82	45.798	0.455423
ENSMUST00000117923	343	147.867	3.35308	0.413747
ENSMUST00000145798	1860	1648.82	13	0.143857
ENSMUST00000107692	7161	6949.82	1133.99	2.97712
ENSMUST00000107691	7428	7216.82	107.902	0.272801
ENSMUST00000107695	7200	6988.82	65.675	0.171458
ENSMUST00000065380	4296	4084.82	2.01228	0.00898831
ENSMUST00000128574	4734	4522.82	51.561	0.208005
ENSMUST00000054990	3816	3604.82	8.51133	0.04308
ENSMUST00000140568	664	453.198	3.20306	0.128955
ENSMUST00000137596	2434	2222.82	34.9051	0.286514
ENSMUST00000156347	619	408.338	0	0
ENSMUST00000122849	979	767.822	0	0
ENSMUST00000132283	829	617.87	0	0
ENSMUST00000147901	476	267.715	0	0
ENSMUST00000136651	2357	2145.82	51.1111	0.434594
ENSMUST00000140856	2822	2610.82	6.37176	0.0445291
ENSMUST00000154152	456	248.384	0	0
ENSMUST00000152953	655	444.227	2	0.0821462
ENSMUST00000136805	2103	1891.82	0	0
ENSMUST00000107693	5755	5543.82	0	0
ENSMUST00000031490	5213	5001.82	35071	127.933
ENSMUST00000020931	5603	5391.82	7221	24.4357
ENSMUST00000058991	1174	962.822	1	0.0189503
ENSMUST00000115567	6436	6224.82	114.217	0.334785
ENSMUST00000025300	4989	4777.82	0	0
ENSMUST00000097592	2382	2170.82	1.9958	0.0167747
ENSMUST00000152853	1891	1679.82	8.82128e-06	9.58144e-08
ENSMUST00000124115	632	421.311	1.07221	0.0464345
ENSMUST00000131885	504	294.828	1	0.0618862
ENSMUST00000150483	300	114.694	0	0
ENSMUST00000115571	6327	6115.82	728.715	2.17403
ENSMUST00000171939	3823	3611.82	13.6007	0.0687063
ENSMUST00000094288	3817	3605.82	82.3993	0.416948
ENSMUST00000080730	960	748.822	1	0.024366
ENSMUST00000055081	3163	2951.82	1142.47	7.06181
ENSMUST00000111237	4409	4197.82	136.652	0.593957
ENSMUST00000094801	3408	3196.82	942.311	5.37821
ENSMUST00000150215	4232	4020.82	37.2681	0.169116
ENSMUST00000150266	363	164.309	0	0
ENSMUST00000111238	4590	4378.82	0	0
ENSMUST00000082244	1080	868.822	1	0.0210006
ENSMUST00000035812	4567	4355.82	1670.58	6.99778
ENSMUST00000144730	1053	841.822	35.5958	0.771509
ENSMUST00000144120	1238	1026.82	31.8221	0.565452
ENSMUST00000042724	4684	4472.82	4213.78	17.1891
ENSMUST00000139122	4211	3999.82	1013.27	4.62217
ENSMUST00000135258	1145	933.822	229.094	4.47623
ENSMUST00000040532	805	593.91	105.26	3.23375
ENSMUST00000121661	754	542.91	14.7288	0.494998
ENSMUST00000149167	520	310.535	0	0
ENSMUST00000125954	2492	2280.82	46	0.367984
ENSMUST00000144562	350	153.482	0	0
ENSMUST00000039271	4229	4017.82	1725	7.83359
ENSMUST00000161203	3294	3082.82	249.879	1.47892
ENSMUST00000161187	2847	2635.82	358.756	2.48339
ENSMUST00000058720	3782	3570.82	134.11	0.68526
ENSMUST00000162369	3517	3305.82	264.601	1.46041
ENSMUST00000162699	2808	2596.82	0	0
ENSMUST00000160699	2270	2058.82	0	0
ENSMUST00000100407	437	230.63	39.4704	3.12261
ENSMUST00000160868	445	238.111	5.58978	0.42833
ENSMUST00000160469	580	369.565	1.47651	0.0728966
ENSMUST00000160811	491	282.181	0	0
ENSMUST00000160325	667	456.198	42.6839	1.70715
ENSMUST00000137823	11363	11151.8	5943.82	9.72483
ENSMUST00000155984	4327	4115.82	538.701	2.3881
ENSMUST00000130131	4439	4227.82	1057.12	4.56216
ENSMUST00000129521	585	374.517	8.026	0.391012
ENSMUST00000148927	237	73.9655	5.20082	1.28294
ENSMUST00000129368	865	653.87	792.429	22.1122
ENSMUST00000125701	399	195.765	398.478	37.1392
ENSMUST00000180046	12200	11988.8	91.5258	0.139293
ENSMUST00000101465	11389	11177.8	4698.31	7.66914
ENSMUST00000070402	11140	10928.8	14.2247	0.0237482
ENSMUST00000077548	4946	4734.82	0	0
ENSMUST00000098763	4838	4626.82	1416	5.58397
ENSMUST00000153517	522	312.454	9.03378	0.527527
ENSMUST00000068968	2614	2402.82	471.492	3.58026
ENSMUST00000153981	415	210.213	24.9201	2.16298
ENSMUST00000168837	2467	2255.82	486.097	3.9317
ENSMUST00000148762	2800	2588.82	19291.7	135.966
ENSMUST00000166764	63	9.82051	0	0
ENSMUST00000004379	1034	822.822	4424.84	98.1191
ENSMUST00000125795	481	272.505	9.27063	0.620722
ENSMUST00000142187	917	705.87	3180.88	82.2215
ENSMUST00000141251	1074	862.822	2843.01	60.1201
ENSMUST00000070584	737	525.944	2	0.0693829
ENSMUST00000165834	2690	2478.82	0	0
ENSMUST00000063219	2586	2374.82	0	0
ENSMUST00000095143	3147	2935.82	42.0853	0.261555
ENSMUST00000063839	3327	3115.82	5591.06	32.7404
ENSMUST00000162900	1712	1500.82	2.45205	0.0298101
ENSMUST00000161362	2405	2193.82	1.30228e-07	1.08309e-09
ENSMUST00000160361	2372	2160.82	6.54795	0.0552902
ENSMUST00000133078	572	361.635	6.47418	0.326645
ENSMUST00000154154	1250	1038.82	3864.94	67.8835
ENSMUST00000171065	548	338.037	0	0
ENSMUST00000043315	1803	1591.82	2	0.0229244
ENSMUST00000171916	830	618.87	0	0
ENSMUST00000170628	740	528.944	0	0
ENSMUST00000060255	3161	2949.82	22.994	0.142227
ENSMUST00000054927	3086	2874.82	0	0
ENSMUST00000102661	3118	2906.82	17.006	0.106744
ENSMUST00000152137	1001	789.822	0	0
ENSMUST00000126859	758	546.91	0	0
ENSMUST00000136966	425	219.423	0	0
ENSMUST00000130648	882	670.87	0	0
ENSMUST00000025364	2329	2117.82	4048	34.8749
ENSMUST00000020547	3276	3064.82	1	0.00595329
ENSMUST00000096572	723	511.978	0	0
ENSMUST00000109587	2810	2598.82	6110.67	42.9017
ENSMUST00000146297	2580	2368.82	44583.8	343.405
ENSMUST00000142071	2744	2532.82	1982.95	14.2847
ENSMUST00000029149	2711	2499.82	0	0
ENSMUST00000155837	2120	1908.82	2192.54	20.9577
ENSMUST00000153514	2127	1915.82	6241.49	59.4423
ENSMUST00000148794	931	719.87	76.4444	1.93755
ENSMUST00000126992	1090	878.822	303.053	6.29187
ENSMUST00000135274	695	484.107	322.114	12.1404
ENSMUST00000131625	546	336.08	294.914	16.0109
ENSMUST00000130516	1456	1244.82	750.049	10.9937
ENSMUST00000146288	754	542.91	7.17114	0.241003
ENSMUST00000150272	497	287.979	305.1	19.3305
ENSMUST00000138381	711	500.043	723.747	26.4084
ENSMUST00000140001	685	474.169	812.126	31.2502
ENSMUST00000146549	707	496.075	218.614	8.0407
ENSMUST00000147098	593	382.517	617.911	29.4739
ENSMUST00000137297	707	496.075	733.482	26.9777
ENSMUST00000154677	585	374.517	1376.13	67.0427
ENSMUST00000137566	743	531.944	114.631	3.93185
ENSMUST00000109584	667	456.198	40.9624	1.6383
ENSMUST00000132929	672	461.169	633.45	25.062
ENSMUST00000152919	699	488.107	724.814	27.0941
ENSMUST00000128243	1008	796.822	1024.69	23.4635
ENSMUST00000137340	715	504.043	140.164	5.07376
ENSMUST00000101176	1709	1497.82	0	0
ENSMUST00000091927	1349	1137.82	5	0.0801785
ENSMUST00000105721	1488	1276.82	1034.52	14.7833
ENSMUST00000063704	1244	1032.82	0	0
ENSMUST00000079186	1843	1631.82	3	0.0335437
ENSMUST00000024798	1676	1464.82	5.20776	0.0648677
ENSMUST00000162029	686	475.169	0.261761	0.0100513
ENSMUST00000162854	3528	3316.82	15.02	0.0826246
ENSMUST00000160049	614	403.364	0	0
ENSMUST00000159396	498	288.96	0	0
ENSMUST00000162419	765	553.91	0	0
ENSMUST00000159354	3327	3115.82	2.51051	0.0147012
ENSMUST00000070949	724	512.978	659	23.4396
ENSMUST00000039725	5506	5294.82	5032	17.3401
ENSMUST00000104964	3283	3071.82	971.079	5.76795
ENSMUST00000040572	3721	3509.82	2348.98	12.2112
ENSMUST00000135226	757	545.91	14.0859	0.47079
ENSMUST00000152539	992	780.822	118.495	2.76891
ENSMUST00000133458	565	354.659	63.527	3.26821
ENSMUST00000046709	4491	4279.82	14059.9	59.9401
ENSMUST00000098761	7169	6957.82	26.864	0.0704466
ENSMUST00000141694	3726	3514.82	2.13599	0.0110881
ENSMUST00000118360	2668	2456.82	0	0
ENSMUST00000147209	199	53.0835	0	0
ENSMUST00000079169	2102	1890.82	0	0
ENSMUST00000056677	3278	3066.82	3831.4	22.7945
ENSMUST00000097591	1120	908.822	0	0
ENSMUST00000056937	804	592.91	328.996	10.1243
ENSMUST00000144850	434	227.825	34.227	2.74113
ENSMUST00000145318	452	244.592	13.5627	1.01173
ENSMUST00000122921	420	214.85	2.21471	0.18808
ENSMUST00000019447	1291	1079.82	476.031	8.04352
ENSMUST00000126386	1030	818.822	614.491	13.6927
ENSMUST00000134520	1115	903.822	196.61	3.96903
ENSMUST00000142545	664	453.198	66.1883	2.66475
ENSMUST00000022051	4016	3804.82	174.685	0.83769
ENSMUST00000118096	2801	2589.82	0	0
ENSMUST00000138899	1456	1244.82	3.45621	0.0506588
ENSMUST00000139784	628	417.311	18.1313	0.792741
ENSMUST00000143885	552	341.905	345.247	18.4241
ENSMUST00000081742	2762	2550.82	9715.8	69.4962
ENSMUST00000052829	1349	1137.82	9.9541	0.159621
ENSMUST00000171134	1198	986.822	0	0
ENSMUST00000155080	292	109.06	0.045901	0.00767924
ENSMUST00000107929	865	653.87	0	0
ENSMUST00000107928	762	550.91	0	0
ENSMUST00000149676	374	173.736	0	0
ENSMUST00000046520	2694	2482.82	505.307	3.7134
ENSMUST00000155047	2754	2542.82	117.323	0.84184
ENSMUST00000133446	3071	2859.82	0	0
ENSMUST00000117375	1830	1618.82	0	0
ENSMUST00000123832	865	653.87	36.5112	1.01882
ENSMUST00000141757	306	119.246	12	1.83611
ENSMUST00000143312	754	542.91	5.85867	0.196895
ENSMUST00000154907	613	402.39	0	0
ENSMUST00000033025	1369	1157.82	1825	28.7596
ENSMUST00000126297	651	440.284	114.81	4.75783
ENSMUST00000006825	4608	4396.82	3622.68	15.0333
ENSMUST00000123880	664	453.198	757.552	30.4991
ENSMUST00000149086	752	540.91	899.632	30.3461
ENSMUST00000131004	645	434.284	317.373	13.334
ENSMUST00000177163	544	334.08	2811.29	153.538
ENSMUST00000176683	437	230.63	5615.66	444.27
ENSMUST00000176010	582	371.541	22231.3	1091.74
ENSMUST00000177513	680	469.169	10650.6	414.196
ENSMUST00000176906	509	299.771	1749.78	106.502
ENSMUST00000176184	695	484.107	311.709	11.7482
ENSMUST00000176966	523	313.434	2800.32	163.013
ENSMUST00000114001	3898	3686.82	3.8194	0.0189019
ENSMUST00000113999	5393	5181.82	0	0
ENSMUST00000064797	7418	7206.82	0	0
ENSMUST00000114002	14012	13800.8	290.806	0.384468
ENSMUST00000095909	6103	5891.82	778.082	2.40956
ENSMUST00000056482	5364	5152.82	3459.54	12.25
ENSMUST00000113996	5147	4935.82	52.0196	0.192296
ENSMUST00000139890	352	155.122	1.0481	0.12328
ENSMUST00000131983	488	279.326	0	0
ENSMUST00000113993	3787	3575.82	0	0
ENSMUST00000135057	1110	898.822	0	0
ENSMUST00000133389	481	272.505	0	0
ENSMUST00000124094	442	235.296	2.11527	0.164027
ENSMUST00000156841	355	157.693	2.15946	0.249859
ENSMUST00000151044	723	511.978	0	0
ENSMUST00000144101	492	283.09	1.03482	0.0666968
ENSMUST00000154967	777	565.91	78.2184	2.52188
ENSMUST00000153741	991	779.822	0	0
ENSMUST00000143023	821	609.91	51.5799	1.54304
ENSMUST00000126374	282	102.09	13.2913	2.37547
ENSMUST00000138117	2818	2606.82	440.413	3.08256
ENSMUST00000141073	568	357.659	1.49721	0.0763795
ENSMUST00000125052	1036	824.822	0	0
ENSMUST00000131739	422	216.666	0	0
ENSMUST00000141625	519	309.555	0	0
ENSMUST00000137575	1055	843.822	0	0
ENSMUST00000154494	2071	1859.82	9512.02	93.3177
ENSMUST00000105574	7193	6981.82	1975.39	5.16233
ENSMUST00000071248	4831	4619.82	0	0
ENSMUST00000105575	7262	7050.82	0	0
ENSMUST00000181062	8612	8400.82	5658.09	12.2888
ENSMUST00000180572	6891	6679.82	0	0
ENSMUST00000144749	762	550.91	602.604	19.9579
ENSMUST00000075787	7379	7167.82	29965.9	76.2786
ENSMUST00000072008	5092	4880.82	35.9996	0.134576
ENSMUST00000074679	4444	4232.82	0.000375071	1.61676e-06
ENSMUST00000132681	836	624.87	0	0
ENSMUST00000128066	527	317.373	0	0
ENSMUST00000033023	1486	1274.82	54.5795	0.781165
ENSMUST00000098056	1159	947.822	7.42046	0.142846
ENSMUST00000066160	2247	2035.82	5846.1	52.3949
ENSMUST00000142407	4893	4681.82	2541.94	9.90631
ENSMUST00000131873	1484	1272.82	1609.93	23.0781
ENSMUST00000122141	2102	1890.82	223.063	2.15248
ENSMUST00000031105	774	562.91	650.031	21.0697
ENSMUST00000146799	780	568.91	989.714	31.7416
ENSMUST00000151952	7251	7039.82	192.319	0.49845
ENSMUST00000154819	2796	2584.82	13.4932	0.0952462
ENSMUST00000143636	1802	1590.82	0	0
ENSMUST00000149791	424	218.524	2.24477	0.187429
ENSMUST00000148047	387	185.095	0	0
ENSMUST00000042161	7030	6818.82	1425.09	3.81324
ENSMUST00000163139	9025	8813.82	3987.03	8.25368
ENSMUST00000049845	5810	5598.82	0	0
ENSMUST00000036382	4209	3997.82	0	0
ENSMUST00000112543	4081	3869.82	556.741	2.62497
ENSMUST00000162562	537	327.187	0	0
ENSMUST00000159809	375	174.583	0	0
ENSMUST00000058942	1259	1047.82	48.7636	0.849124
ENSMUST00000017562	2852	2640.82	0	0
ENSMUST00000069870	6939	6727.82	2198.82	5.96317
ENSMUST00000128682	717	506.01	1.31573	0.0474426
ENSMUST00000129509	727	515.978	0	0
ENSMUST00000090680	2905	2693.82	9581.95	64.9004
ENSMUST00000132008	2257	2045.82	1070.71	9.54921
ENSMUST00000109958	2200	1988.82	147.063	1.34918
ENSMUST00000109960	701	490.107	25.9372	0.965595
ENSMUST00000065967	3557	3345.82	0	0
ENSMUST00000125404	3283	3071.82	14.3188	0.0850497
ENSMUST00000111167	1861	1649.82	0	0
ENSMUST00000144340	4215	4003.82	118.486	0.539952
ENSMUST00000156184	3274	3062.82	9.13051	0.0543921
ENSMUST00000111166	1370	1158.82	0	0
ENSMUST00000170596	3045	2833.82	15	0.0965786
ENSMUST00000119706	6739	6527.82	2410.82	6.73844
ENSMUST00000101385	1838	1626.82	3.29917	0.0370022
ENSMUST00000172167	2693	2481.82	0	0
ENSMUST00000169116	3005	2793.82	0	0
ENSMUST00000109852	4392	4180.82	0	0
ENSMUST00000169387	3119	2907.82	0.419216	0.00263046
ENSMUST00000172031	5486	5274.82	4.45697	0.0154168
ENSMUST00000042529	4122	3910.82	0	0
ENSMUST00000164870	358	160.139	0	0
ENSMUST00000171076	412	207.474	0	0
ENSMUST00000170160	2108	1896.82	1.12382	0.0108101
ENSMUST00000164264	585	374.517	0	0
ENSMUST00000109851	3906	3694.82	0	0
ENSMUST00000165821	682	471.169	4	0.154898
ENSMUST00000021458	10394	10182.8	48.098	0.086183
ENSMUST00000170532	532	322.229	4.49401	0.254468
ENSMUST00000166101	8084	7872.82	192.161	0.445345
ENSMUST00000183178	2523	2311.82	25	0.19731
ENSMUST00000182621	2402	2190.82	0	0
ENSMUST00000182292	1989	1777.82	0	0
ENSMUST00000073277	2417	2205.82	0	0
ENSMUST00000042470	3699	3487.82	1230.89	6.43912
ENSMUST00000125356	713	502.043	26.6755	0.969469
ENSMUST00000128217	2218	2006.82	516.437	4.69538
ENSMUST00000079368	2884	2672.82	7.13567	0.048711
ENSMUST00000041389	294	110.49	0	0
ENSMUST00000081374	763	551.91	5	0.165297
ENSMUST00000178827	1904	1692.82	0	0
ENSMUST00000073364	5463	5251.82	328.01	1.13957
ENSMUST00000125924	5823	5611.82	410.007	1.33306
ENSMUST00000053318	1665	1453.82	0	0
ENSMUST00000028758	1818	1606.82	3479	39.5047
ENSMUST00000061156	3603	3391.82	2471	13.2924
ENSMUST00000070820	2342	2130.82	15.8898	0.136061
ENSMUST00000139467	2306	2094.82	97.0104	0.844955
ENSMUST00000124766	530	320.332	0	0
ENSMUST00000128002	822	610.91	0	0
ENSMUST00000127766	598	387.517	1.11025	0.0522746
ENSMUST00000100757	3120	2908.82	741.292	4.6498
ENSMUST00000162309	5659	5447.82	0	0
ENSMUST00000160272	5815	5603.82	947.692	3.08564
ENSMUST00000162907	4682	4470.82	0	0
ENSMUST00000160593	5310	5098.82	9.44805	0.0338092
ENSMUST00000162536	5175	4963.82	34.4824	0.126749
ENSMUST00000159141	520	310.535	0	0
ENSMUST00000159818	568	357.659	0	0
ENSMUST00000026921	4050	3838.82	19.9608	0.0948729
ENSMUST00000162665	4005	3793.82	0	0
ENSMUST00000160766	4949	4737.82	143.867	0.554044
ENSMUST00000162602	3083	2871.82	0	0
ENSMUST00000162531	3293	3081.82	14.6863	0.0869497
ENSMUST00000160581	2954	2742.82	2.11395	0.0140624
ENSMUST00000161355	2981	2769.82	0	0
ENSMUST00000159537	2838	2626.82	0	0
ENSMUST00000161277	2758	2546.82	0	0
ENSMUST00000160717	4214	4002.82	456.829	2.08233
ENSMUST00000162456	3204	2992.82	0	0
ENSMUST00000162035	3017	2805.82	10.0106	0.0650972
ENSMUST00000162176	1266	1054.82	0	0
ENSMUST00000163021	614	403.364	0	0
ENSMUST00000162727	622	411.311	2.91599	0.129353
ENSMUST00000161348	1124	912.822	70.3435	1.40605
ENSMUST00000163002	815	603.91	0	0
ENSMUST00000159511	307	119.981	0	0
ENSMUST00000159940	746	534.944	87.9023	2.99816
ENSMUST00000079777	3394	3182.82	0	0
ENSMUST00000108752	3497	3285.82	0	0
ENSMUST00000106437	3189	2977.82	45.7317	0.280208
ENSMUST00000178080	1941	1729.82	0	0
ENSMUST00000069965	3643	3431.82	3892.03	20.6925
ENSMUST00000038824	3560	3348.82	7	0.0381389
ENSMUST00000163080	9741	9529.82	1	0.0019146
ENSMUST00000184925	465	257.039	0	0
ENSMUST00000073056	420	214.85	0	0
ENSMUST00000097590	3856	3644.82	11397	57.0528
ENSMUST00000105020	1960	1748.82	5.60541	0.0584823
ENSMUST00000060220	1160	948.822	0	0
ENSMUST00000152991	339	144.723	14.4628	1.82338
ENSMUST00000028948	1087	875.822	4406.48	91.799
ENSMUST00000140950	648	437.284	95.9891	4.00517
ENSMUST00000123217	602	391.517	203.087	9.4644
ENSMUST00000061823	3801	3589.82	10	0.0508264
ENSMUST00000166958	2153	1941.82	0	0
ENSMUST00000143791	5431	5219.82	104.547	0.365444
ENSMUST00000131445	3005	2793.82	9.16103	0.0598285
ENSMUST00000014473	3231	3019.82	0	0
ENSMUST00000144740	3053	2841.82	53.7969	0.3454
ENSMUST00000104983	1338	1126.82	216.346	3.50313
ENSMUST00000105720	2594	2382.82	3596.16	27.5366
ENSMUST00000133006	574	363.589	0	0
ENSMUST00000127826	1756	1544.82	1902.62	22.4717
ENSMUST00000037565	2558	2346.82	10574	82.2095
ENSMUST00000156290	10688	10476.8	1126.75	1.96229
ENSMUST00000143505	1557	1345.82	128.149	1.73736
ENSMUST00000125470	692	481.138	0	0
ENSMUST00000128584	405	201.161	1.09647	0.0994526
ENSMUST00000129017	392	189.583	0	0
ENSMUST00000040111	10780	10568.8	8.21373e-05	1.418e-07
ENSMUST00000033010	2385	2173.82	601.506	5.04869
ENSMUST00000135129	601	390.517	16.4936	0.770618
ENSMUST00000028617	3736	3524.82	10168.4	52.6351
ENSMUST00000144390	1308	1096.82	0	0
ENSMUST00000152454	1659	1447.82	48.3102	0.608815
ENSMUST00000150930	730	518.944	5.3384	0.187695
ENSMUST00000064783	1722	1510.82	34.154	0.412468
ENSMUST00000040522	939	727.87	8.84604	0.221747
ENSMUST00000127073	348	151.798	0	0
ENSMUST00000126308	1770	1558.82	0	0
ENSMUST00000020490	4313	4101.82	14276	63.5027
ENSMUST00000066610	4701	4489.82	85.1406	0.345995
ENSMUST00000098273	1868	1656.82	43.2507	0.4763
ENSMUST00000098580	4272	4060.82	725.289	3.25881
ENSMUST00000029805	3962	3750.82	85.7113	0.416941
ENSMUST00000167976	2610	2398.82	1	0.00760614
ENSMUST00000159086	5111	4899.82	2378.09	8.85544
ENSMUST00000057501	3210	2998.82	195.957	1.19226
ENSMUST00000168337	1006	794.822	0	0
ENSMUST00000141826	829	617.87	41.7792	1.23375
ENSMUST00000140862	829	617.87	3.56178	0.10518
ENSMUST00000106205	2898	2686.82	1082.1	7.34835
ENSMUST00000106203	2901	2689.82	0	0
ENSMUST00000135231	880	668.87	3.87535	0.105714
ENSMUST00000026900	2908	2696.82	1885.69	12.7579
ENSMUST00000029971	2246	2034.82	29.4607	0.264167
ENSMUST00000135563	690	479.138	0	0
ENSMUST00000108136	1688	1476.82	22.2596	0.275012
ENSMUST00000162495	628	417.311	0	0
ENSMUST00000137514	765	553.91	0	0
ENSMUST00000160209	557	346.794	6.27968	0.330391
ENSMUST00000103205	3998	3786.82	11746.7	56.5983
ENSMUST00000028874	2769	2557.82	340.692	2.43027
ENSMUST00000133345	663	452.198	795.214	32.0862
ENSMUST00000144004	612	401.39	1118.36	50.8367
ENSMUST00000147727	720	508.978	233.141	8.35761
ENSMUST00000033006	1120	908.822	1110.72	22.2991
ENSMUST00000138616	598	387.517	11.9453	0.562428
ENSMUST00000149289	398	194.881	1.33784	0.125255
ENSMUST00000008542	4212	4000.82	109.13	0.497686
ENSMUST00000151153	1336	1124.82	3.99106	0.0647392
