target_id	length	eff_length	est_counts	tpm
ENSMUST00000143551	1573	1345.26	41	0.551043
ENSMUST00000023726	733	505.721	1	0.0357517
ENSMUST00000114021	1390	1162.26	30	0.466687
ENSMUST00000085052	2070	1842.26	0	0
ENSMUST00000105738	4006	3778.26	18228.1	87.2284
ENSMUST00000180014	1938	1710.26	0	0
ENSMUST00000033153	2973	2745.26	6	0.0395162
ENSMUST00000048147	2802	2574.26	1451	10.1911
ENSMUST00000077639	2642	2414.26	44.8902	0.336183
ENSMUST00000162224	1350	1122.26	71	1.14386
ENSMUST00000163055	761	533.688	0	0
ENSMUST00000160381	652	425.247	0	0
ENSMUST00000161740	1544	1316.26	0	0
ENSMUST00000160710	641	414.382	0	0
ENSMUST00000041413	1492	1264.26	0	0
ENSMUST00000021011	801	573.58	0	0
ENSMUST00000183110	547	322.413	13.427	0.752966
ENSMUST00000110325	4807	4579.26	561.345	2.21637
ENSMUST00000152210	2096	1868.26	0	0
ENSMUST00000143398	835	607.39	144.442	4.29965
ENSMUST00000126160	3607	3379.26	483.665	2.5878
ENSMUST00000143686	503	280.654	167.751	10.8069
ENSMUST00000178354	4645	4417.26	5264.79	21.5494
ENSMUST00000106629	1583	1355.26	144.566	1.92864
ENSMUST00000106631	2155	1927.26	179.992	1.68857
ENSMUST00000106628	1768	1540.26	0	0
ENSMUST00000030285	1606	1378.26	224.739	2.94819
ENSMUST00000141555	532	308.129	9.70349	0.56938
ENSMUST00000123460	1427	1199.26	316.446	4.77084
ENSMUST00000166629	63	10	0	0
ENSMUST00000044007	813	585.506	73	2.25424
ENSMUST00000137632	372	165.312	0	0
ENSMUST00000001806	2138	1910.26	1023.26	9.68506
ENSMUST00000151056	760	532.688	12.8173	0.435041
ENSMUST00000151686	940	712.259	437.725	11.1114
ENSMUST00000107308	2386	2158.26	560.196	4.69293
ENSMUST00000164509	4895	4667.26	38.2477	0.148167
ENSMUST00000164746	454	235.788	0	0
ENSMUST00000172302	3855	3627.26	76.6197	0.381917
ENSMUST00000163729	511	288.076	0	0
ENSMUST00000047645	3260	3032.26	4.40683	0.0262765
ENSMUST00000167487	7971	7743.26	172.784	0.403447
ENSMUST00000025866	3253	3025.26	109.942	0.657067
ENSMUST00000165761	774	546.653	0	0
ENSMUST00000179788	1254	1026.26	1	0.0176178
ENSMUST00000155850	909	681.259	348.362	9.24541
ENSMUST00000079038	4582	4354.26	258.638	1.07395
ENSMUST00000165061	1858	1630.26	41	0.45471
ENSMUST00000109162	2848	2620.26	384.776	2.65504
ENSMUST00000124599	548	323.413	2	0.11181
ENSMUST00000087971	2438	2210.26	4363.38	35.6933
ENSMUST00000109161	1009	781.259	186.664	4.31989
ENSMUST00000136242	1352	1124.26	221.627	3.56421
ENSMUST00000102870	3471	3243.26	25920.8	144.502
ENSMUST00000149371	2902	2674.26	1235.59	8.35369
ENSMUST00000102869	6004	5776.26	1613.27	5.04972
ENSMUST00000136235	463	243.784	22.1445	1.64235
ENSMUST00000150750	698	470.879	115.15	4.42142
ENSMUST00000020538	5145	4917.26	6277.08	23.0804
ENSMUST00000109551	4906	4678.26	30161.8	116.568
ENSMUST00000072239	3533	3305.26	9742.28	53.2921
ENSMUST00000092219	3413	3185.26	2621.55	14.8806
ENSMUST00000099355	3317	3089.26	445.49	2.6073
ENSMUST00000105293	3206	2978.26	364.351	2.2119
ENSMUST00000020123	3776	3548.26	4639.95	23.6432
ENSMUST00000042944	5224	4996.26	21	0.0759945
ENSMUST00000000342	1082	854.259	7	0.148155
ENSMUST00000021676	1169	941.259	1696.31	32.5839
ENSMUST00000131681	696	468.879	405.921	15.6527
ENSMUST00000124311	3226	2998.26	125.573	0.757243
ENSMUST00000148323	401	189.562	5.36355	0.511574
ENSMUST00000142331	408	195.428	105.059	9.71967
ENSMUST00000033152	1456	1228.26	1	0.0147203
ENSMUST00000160828	332	133.882	0	0
ENSMUST00000029316	1300	1072.26	3301.95	55.6773
ENSMUST00000125632	478	257.33	1420.07	99.7762
ENSMUST00000150923	2316	2088.26	6002.94	51.9741
ENSMUST00000134892	985	757.259	157.889	3.76977
ENSMUST00000154787	438	221.34	196.879	16.0822
ENSMUST00000127112	1983	1755.26	8.63817	0.0889791
ENSMUST00000153224	412	198.865	6.84122	0.62199
ENSMUST00000140935	913	685.259	0	0
ENSMUST00000142377	590	364.411	56.071	2.78198
ENSMUST00000135935	389	179.354	29.7309	2.99714
ENSMUST00000016681	3354	3126.26	3281.28	18.9769
ENSMUST00000115118	3344	3116.26	9383.37	54.4419
ENSMUST00000147129	3103	2875.26	115.732	0.727754
ENSMUST00000050083	3090	2862.26	49.6182	0.313429
ENSMUST00000154939	266	88.3519	612.594	125.362
ENSMUST00000105730	410	197.08	4.9375	0.452972
ENSMUST00000091878	2798	2570.26	3725.08	26.2039
ENSMUST00000046916	2601	2373.26	9729	74.1192
ENSMUST00000110805	1778	1550.26	1290.11	15.0463
ENSMUST00000123818	1082	854.259	363.085	7.6847
ENSMUST00000078312	2221	1993.26	0	0
ENSMUST00000031034	2203	1975.26	2938.98	26.9017
ENSMUST00000155934	580	354.691	11.1003	0.565837
ENSMUST00000141973	947	719.259	39.477	0.992355
ENSMUST00000152534	471	250.967	1.46352	0.105436
ENSMUST00000139602	774	546.653	0	0
ENSMUST00000148107	835	607.39	28.9582	0.86201
ENSMUST00000142646	594	368.293	15.4415	0.758059
ENSMUST00000150101	1617	1389.26	970.34	12.6284
ENSMUST00000131493	580	354.691	157.822	8.04497
ENSMUST00000127415	881	653.39	163.386	4.52117
ENSMUST00000134570	3245	3017.26	4933.56	29.5635
ENSMUST00000145027	4768	4540.26	4323.42	17.2169
ENSMUST00000108190	4742	4514.26	2710.32	10.8553
ENSMUST00000152543	648	421.274	1007.55	43.2424
ENSMUST00000133347	374	166.914	248.477	26.9153
ENSMUST00000132483	791	563.617	71.7926	2.30305
ENSMUST00000152234	573	347.827	107.597	5.59301
ENSMUST00000115320	4307	4079.26	1674.73	7.42287
ENSMUST00000035930	3881	3653.26	169.502	0.838886
ENSMUST00000115321	2699	2471.26	22.6735	0.165885
ENSMUST00000123098	2084	1856.26	0	0
ENSMUST00000155494	703	475.879	21.0914	0.80134
ENSMUST00000095610	6687	6459.26	553.029	1.54801
ENSMUST00000172992	2711	2483.26	9.00688	0.0655783
ENSMUST00000154078	6685	6457.26	8.43513	0.0236184
ENSMUST00000125473	731	503.754	58.6032	2.10335
ENSMUST00000126255	679	451.909	52.6987	2.10842
ENSMUST00000111240	1395	1167.26	70.1413	1.08646
ENSMUST00000130403	460	241.154	775.123	58.1145
ENSMUST00000138046	825	597.467	247.083	7.47715
ENSMUST00000127231	705	477.817	651.561	24.6548
ENSMUST00000126378	897	669.39	23.3403	0.630427
ENSMUST00000138107	428	212.575	160.329	13.6366
ENSMUST00000156763	965	737.259	236.543	5.80094
ENSMUST00000130289	765	537.688	29.686	0.998226
ENSMUST00000040005	1228	1000.26	1322.92	23.9128
ENSMUST00000168171	2168	1940.26	0	0
ENSMUST00000167789	602	376.124	0	0
ENSMUST00000163907	384	175.167	0	0
ENSMUST00000008801	2095	1867.26	2	0.0193657
ENSMUST00000101410	2832	2604.26	5	0.0347131
ENSMUST00000034700	2150	1922.26	969.401	9.11799
ENSMUST00000180365	2012	1784.26	183.595	1.86042
ENSMUST00000078572	1926	1698.26	227.154	2.41838
ENSMUST00000050451	933	705.259	0	0
ENSMUST00000033866	3574	3346.26	2362.34	12.7641
ENSMUST00000152699	255	81.7858	0	0
ENSMUST00000153949	528	304.289	17.9457	1.06631
ENSMUST00000061990	1088	860.259	0	0
ENSMUST00000045994	3429	3201.26	3372.52	19.0476
ENSMUST00000085741	1000	772.259	221	5.17413
ENSMUST00000062145	1783	1555.26	89	1.03465
ENSMUST00000027816	799	571.617	1	0.0316302
ENSMUST00000057021	2010	1782.26	2.00329	0.0203227
ENSMUST00000058011	3370	3142.26	13703	78.8463
ENSMUST00000000194	537	312.847	0	0
ENSMUST00000124916	481	260.109	0	0
ENSMUST00000153758	4034	3806.26	501.822	2.38374
ENSMUST00000130451	5204	4976.26	1017.43	3.69667
ENSMUST00000052590	1123	895.259	3452.14	69.7185
ENSMUST00000111802	748	520.688	1236.05	42.9205
ENSMUST00000046254	3202	2974.26	2	0.0121579
ENSMUST00000062125	3170	2942.26	4038	24.8138
ENSMUST00000023727	2311	2083.26	9357.03	81.2087
ENSMUST00000116400	2110	1882.26	5402.97	51.8992
ENSMUST00000085862	930	702.259	0	0
ENSMUST00000166431	7098	6870.26	0	0
ENSMUST00000098441	7098	6870.26	0	0
ENSMUST00000060896	3954	3726.26	0	0
ENSMUST00000176102	2707	2479.26	175.378	1.27897
ENSMUST00000176509	1591	1363.26	51.9467	0.688949
ENSMUST00000176278	1672	1444.26	142.891	1.78882
ENSMUST00000176187	488	266.623	6.56299	0.445052
ENSMUST00000176967	438	221.34	0	0
ENSMUST00000167011	1681	1453.26	0	0
ENSMUST00000090178	9477	9249.26	2110.46	4.12552
ENSMUST00000125226	3564	3336.26	44.3056	0.240108
ENSMUST00000075329	1010	782.259	1	0.023113
ENSMUST00000053178	955	727.259	0	0
ENSMUST00000143692	3328	3100.26	18.0235	0.105111
ENSMUST00000064989	2911	2683.26	5.44888	0.0367157
ENSMUST00000064921	2557	2329.26	32.5276	0.252489
ENSMUST00000131167	409	196.268	0	0
ENSMUST00000149583	329	131.599	0	0
ENSMUST00000127910	770	542.688	0	0
ENSMUST00000063359	1827	1599.26	3	0.0339164
ENSMUST00000114016	1725	1497.26	2188.1	26.4228
ENSMUST00000052283	1854	1626.26	432.898	4.81287
ENSMUST00000098260	1706	1478.26	21.0396	0.257332
ENSMUST00000147323	1942	1714.26	4	0.0421882
ENSMUST00000118657	1792	1564.26	0	0
ENSMUST00000143739	745	517.688	0	0
ENSMUST00000002456	1778	1550.26	0	0
ENSMUST00000085861	978	750.259	0	0
ENSMUST00000020163	3534	3306.26	1917	10.4832
ENSMUST00000009329	511	288.076	0	0
ENSMUST00000058370	2778	2550.26	2227.61	15.7929
ENSMUST00000150400	701	473.879	338.139	12.9014
ENSMUST00000140308	375	167.714	1.20876	0.13031
ENSMUST00000175970	336	136.846	2.52233	0.333257
ENSMUST00000176120	724	496.786	1.34548	0.0489685
ENSMUST00000176717	424	209.087	18.229	1.57631
ENSMUST00000145702	1074	846.259	186.866	3.9924
ENSMUST00000148849	408	195.428	4.10323	0.379617
ENSMUST00000160505	2946	2718.26	168.319	1.11957
ENSMUST00000162443	2906	2678.26	634.037	4.28025
ENSMUST00000159143	523	299.467	32.2393	1.94646
ENSMUST00000159463	648	421.274	2.28265	0.0979678
ENSMUST00000162844	336	136.846	1.04919	0.138621
ENSMUST00000123335	403	191.248	31.5772	2.98527
ENSMUST00000148883	437	220.429	10.2192	0.838218
ENSMUST00000113767	2249	2021.26	404.348	3.61693
ENSMUST00000113763	2364	2136.26	166.924	1.41278
ENSMUST00000113757	3082	2854.26	299.876	1.89957
ENSMUST00000113756	3826	3598.26	15609.8	78.4356
ENSMUST00000184845	3035	2807.26	35.6794	0.229796
ENSMUST00000126103	589	363.435	0	0
ENSMUST00000133233	658	431.108	36.5709	1.53376
ENSMUST00000113759	3807	3579.26	3708.84	18.735
ENSMUST00000113755	2305	2077.26	0	0
ENSMUST00000153216	828	600.428	142.153	4.28058
ENSMUST00000137558	814	586.506	23.1007	0.712132
ENSMUST00000046571	3959	3731.26	928.461	4.499
ENSMUST00000028128	2376	2148.26	185.704	1.56294
ENSMUST00000150827	349	146.847	0	0
ENSMUST00000113762	2353	2125.26	0	0
ENSMUST00000113765	3188	2960.26	0	0
ENSMUST00000113764	2450	2222.26	63.7908	0.519004
ENSMUST00000130899	395	184.361	6.05952	0.594261
ENSMUST00000129960	674	446.909	4.17335	0.168839
ENSMUST00000152932	793	565.617	0	0
ENSMUST00000131165	553	328.202	67.7727	3.73355
ENSMUST00000152503	4291	4063.26	741.207	3.29817
ENSMUST00000152026	673	445.938	2731.14	110.733
ENSMUST00000068225	2960	2732.26	5098.33	33.7376
ENSMUST00000153036	312	118.735	1.12752	0.171692
ENSMUST00000028771	3526	3298.26	1528.1	8.37673
ENSMUST00000125491	557	332.18	22.6222	1.23131
ENSMUST00000148816	3612	3384.26	1	0.00534249
ENSMUST00000172530	5215	4987.26	0	0
ENSMUST00000045328	1893	1665.26	0	0
ENSMUST00000132573	2269	2041.26	0	0
ENSMUST00000179956	5218	4990.26	0	0
ENSMUST00000047450	3038	2810.26	168.717	1.08547
ENSMUST00000090453	652	425.247	659.516	28.0409
ENSMUST00000023191	1421	1193.26	4226.48	64.0401
ENSMUST00000165390	729	501.754	46.5399	1.67704
ENSMUST00000024797	2646	2418.26	630.872	4.71678
ENSMUST00000173033	2588	2360.26	373.298	2.85959
ENSMUST00000173362	1936	1708.26	100.693	1.06574
ENSMUST00000174647	1736	1508.26	78.2889	0.938496
ENSMUST00000174268	421	206.452	12.5711	1.10094
ENSMUST00000172871	494	272.27	0	0
ENSMUST00000173430	447	229.361	2.92051	0.230222
ENSMUST00000108189	514	290.812	0	0
ENSMUST00000138333	2126	1898.26	0	0
ENSMUST00000021043	611	384.976	1	0.0469649
ENSMUST00000108187	1184	956.259	23.2915	0.440383
ENSMUST00000014072	1182	954.259	0	0
ENSMUST00000127748	5355	5127.26	59.0022	0.208061
ENSMUST00000112683	3796	3568.26	997.673	5.05521
ENSMUST00000166010	1318	1090.26	2602.12	43.1524
ENSMUST00000166689	909	681.259	46.9125	1.24504
ENSMUST00000026295	3804	3576.26	2485.26	12.5647
ENSMUST00000160721	5415	5187.26	9.30451	0.0324312
ENSMUST00000161701	3891	3663.26	0	0
ENSMUST00000057185	3902	3674.26	36.6948	0.180569
ENSMUST00000159405	3831	3603.26	0.000654842	3.28586e-06
ENSMUST00000036691	8612	8384.26	22574.6	48.6814
ENSMUST00000132459	4837	4609.26	0	0
ENSMUST00000123270	1258	1030.26	15.3141	0.268752
ENSMUST00000137551	8451	8223.26	9414.4	20.6993
ENSMUST00000156313	751	523.688	0	0
ENSMUST00000128936	696	468.879	41.5042	1.60044
ENSMUST00000142219	604	378.075	9.36186	0.447705
ENSMUST00000140015	737	509.721	3.93859	0.139706
ENSMUST00000129626	623	396.775	45.2474	2.06185
ENSMUST00000141053	383	174.338	53.5209	5.55059
ENSMUST00000069817	10685	10457.3	15.858	0.0274181
ENSMUST00000085050	2213	1985.26	59	0.537332
ENSMUST00000104970	66	10.4815	0	0
ENSMUST00000163360	3314	3086.26	2304.1	13.4982
ENSMUST00000166828	2322	2094.26	26.2983	0.227042
ENSMUST00000030039	6430	6202.26	366	1.06694
ENSMUST00000155105	2314	2086.26	0	0
ENSMUST00000099972	9767	9539.26	1436.33	2.72238
ENSMUST00000141094	1508	1280.26	5.05107	0.0713334
ENSMUST00000135919	1826	1598.26	0	0
ENSMUST00000126312	2936	2708.26	0	0
ENSMUST00000037007	6384	6156.26	366	1.07491
ENSMUST00000150052	586	360.529	0	0
ENSMUST00000026760	4007	3779.26	1464.52	7.00641
ENSMUST00000171953	1801	1573.26	0	0
ENSMUST00000078111	4041	3813.26	91.4954	0.433821
ENSMUST00000034591	6058	5830.26	588.791	1.82592
ENSMUST00000159499	365	159.625	0	0
ENSMUST00000162559	295	107.021	1.11398	0.188198
ENSMUST00000159970	3146	2918.26	423.726	2.62524
ENSMUST00000162587	1148	920.259	0	0
ENSMUST00000166545	1597	1369.26	36	0.475362
ENSMUST00000054930	1582	1354.26	0	0
ENSMUST00000131145	3533	3305.26	62.5005	0.34189
ENSMUST00000108293	3945	3717.26	233.322	1.13486
ENSMUST00000146140	3278	3050.26	28.3175	0.167852
ENSMUST00000147746	1517	1289.26	9.81122	0.137591
ENSMUST00000151859	1688	1460.26	2.1099	0.026124
ENSMUST00000050686	3456	3228.26	441.082	2.47035
ENSMUST00000023189	3330	3102.26	6059.33	35.3146
ENSMUST00000115844	3348	3120.26	8873.67	51.4186
ENSMUST00000123444	238	71.923	0	0
ENSMUST00000111639	2923	2695.26	1799.34	12.0703
ENSMUST00000111636	1713	1485.26	0	0
ENSMUST00000129788	1664	1436.26	21.6227	0.272198
ENSMUST00000111638	1710	1482.26	4.82548	0.0588605
ENSMUST00000136594	647	420.274	14.8695	0.639693
ENSMUST00000080530	1740	1512.26	0	0
ENSMUST00000014065	3381	3153.26	208.101	1.19322
ENSMUST00000145253	634	407.541	0	0
ENSMUST00000150892	561	336.093	1.60544	0.0863655
ENSMUST00000126216	369	162.984	1.27481	0.141419
ENSMUST00000144508	496	274.199	6.75508	0.445423
ENSMUST00000125935	676	448.909	0	0
ENSMUST00000132844	647	420.274	5.26382	0.226452
ENSMUST00000084615	2777	2549.26	8	0.0567393
ENSMUST00000182563	765	537.688	0	0
ENSMUST00000182095	914	686.259	0	0
ENSMUST00000025314	2404	2176.26	2522.9	20.9603
ENSMUST00000055294	3745	3517.26	1	0.00514048
ENSMUST00000114115	4368	4140.26	2495.75	10.8989
ENSMUST00000135171	814	586.506	1925.18	59.348
ENSMUST00000149850	4459	4231.26	100.252	0.428381
ENSMUST00000136054	724	496.786	344.462	12.5366
ENSMUST00000123934	761	533.688	2.10508	0.0713164
ENSMUST00000149316	797	569.617	77.7313	2.46729
ENSMUST00000125789	543	318.559	165.927	9.41747
ENSMUST00000148024	709	481.817	99.973	3.75152
ENSMUST00000133778	319	124.184	51.4119	7.48521
ENSMUST00000150121	2039	1811.26	470.302	4.69466
ENSMUST00000144871	793	565.617	119.065	3.80601
ENSMUST00000124843	678	450.909	56.5216	2.26638
ENSMUST00000155643	372	165.312	1.17949	0.129003
ENSMUST00000035427	4363	4135.26	6965.53	30.455
ENSMUST00000148562	575	349.782	1.47406	0.0761947
ENSMUST00000023530	875	647.39	6.52594	0.182257
ENSMUST00000077067	1153	925.259	6.89628	0.13476
ENSMUST00000109160	258	83.5661	11.0073	2.38154
ENSMUST00000077037	2868	2640.26	11961.5	81.9117
ENSMUST00000078404	2829	2601.26	858.998	5.97058
ENSMUST00000108838	2775	2547.26	11230.4	79.713
ENSMUST00000025311	5587	5359.26	3	0.010121
ENSMUST00000027812	1418	1190.26	4	0.0607612
ENSMUST00000055022	1827	1599.26	1364.4	15.4252
ENSMUST00000138415	357	153.279	11.0794	1.3069
ENSMUST00000141163	368	162.134	0	0
ENSMUST00000135778	1130	902.259	40.4857	0.811294
ENSMUST00000153874	887	659.39	51.5087	1.41236
ENSMUST00000144405	428	212.575	35.5603	3.02455
ENSMUST00000151379	315	120.994	8.03057	1.20002
ENSMUST00000128790	731	503.754	148.837	5.34195
ENSMUST00000152585	749	521.688	0	0
ENSMUST00000150236	965	737.259	0	0
ENSMUST00000129979	1322	1094.26	255.144	4.21574
ENSMUST00000123257	788	560.617	35.5889	1.14777
ENSMUST00000128171	263	86.5638	0	0
ENSMUST00000153885	372	165.312	33.1185	3.62221
ENSMUST00000152045	579	353.691	130.333	6.66254
ENSMUST00000148874	808	580.543	224.914	7.0047
ENSMUST00000151278	724	496.786	109.828	3.99715
ENSMUST00000092750	4154	3926.26	5112.89	23.5448
ENSMUST00000131932	569	343.917	419.893	22.0746
ENSMUST00000168483	4244	4016.26	953.268	4.29142
ENSMUST00000054245	4386	4158.26	0	0
ENSMUST00000132477	639	412.462	0	0
ENSMUST00000092852	4105	3877.26	1	0.00466319
ENSMUST00000073466	1965	1737.26	612.34	6.37288
ENSMUST00000117644	1727	1499.26	210.715	2.54113
ENSMUST00000140199	691	463.879	418.493	16.3114
ENSMUST00000122254	845	617.39	31.7323	0.929287
ENSMUST00000144472	817	589.506	56.1465	1.72204
ENSMUST00000124282	1187	959.259	119.108	2.24497
ENSMUST00000114023	1154	926.259	80.5262	1.57186
ENSMUST00000144877	881	653.39	200.079	5.53651
ENSMUST00000141664	586	360.529	7.57695	0.379981
ENSMUST00000128975	600	374.124	27.6547	1.33648
ENSMUST00000123751	512	289.02	2.36825	0.148152
ENSMUST00000052449	6455	6227.26	6076	17.6412
ENSMUST00000107302	1826	1598.26	1279.31	14.4723
ENSMUST00000107303	1736	1508.26	353.618	4.23903
ENSMUST00000149411	679	451.909	6.6353	0.265471
ENSMUST00000145187	667	440.052	46.0538	1.89221
ENSMUST00000017945	1965	1737.26	337.06	3.50792
ENSMUST00000149597	403	191.248	8.07464	0.763366
ENSMUST00000143344	618	391.801	454.15	20.9576
ENSMUST00000109159	4314	4086.26	22.2039	0.0982452
ENSMUST00000109157	5083	4855.26	0	0
ENSMUST00000123300	3243	3015.26	0	0
ENSMUST00000140699	1111	883.259	0	0
ENSMUST00000105733	4550	4322.26	14046.3	58.7571
ENSMUST00000060834	982	754.259	185.352	4.44308
ENSMUST00000136887	730	502.754	6.28263	0.22594
ENSMUST00000137550	822	594.506	22.4621	0.683129
ENSMUST00000132193	1112	884.259	1673.7	34.2221
ENSMUST00000144951	479	258.228	0.954885	0.0668583
ENSMUST00000135319	1181	953.259	472.206	8.9563
ENSMUST00000139121	427	211.718	22.9946	1.9637
ENSMUST00000143369	750	522.688	74.327	2.57106
ENSMUST00000137870	770	542.688	242.805	8.08938
ENSMUST00000148858	901	673.346	55.455	1.48905
ENSMUST00000135882	545	320.497	142.484	8.03804
ENSMUST00000028347	4436	4208.26	1413.08	6.07115
ENSMUST00000112509	1806	1578.26	62.9442	0.721083
ENSMUST00000123046	644	417.328	14.3689	0.622523
ENSMUST00000153555	757	529.688	7.60898	0.259725
ENSMUST00000132529	217	60.3838	0	0
ENSMUST00000151846	224	64.0847	0	0
ENSMUST00000125485	202	52.7562	0	0
ENSMUST00000128866	123	22.0585	0	0
ENSMUST00000164147	2543	2315.26	0	0
ENSMUST00000072376	3038	2810.26	1222.14	7.8629
ENSMUST00000171461	3351	3123.26	485.682	2.81159
ENSMUST00000170811	2886	2658.26	2078.18	14.1349
ENSMUST00000080083	2644	2416.26	0	0
ENSMUST00000065870	4698	4470.26	0	0
ENSMUST00000098031	2072	1844.26	714.862	7.00822
ENSMUST00000146083	488	266.623	5.04979	0.342438
ENSMUST00000084521	3888	3660.26	167.657	0.828164
ENSMUST00000107424	4084	3856.26	85.6864	0.401748
ENSMUST00000143042	797	569.617	11.6685	0.370373
ENSMUST00000154071	691	463.879	7.32389	0.28546
ENSMUST00000142684	2217	1989.26	72.6801	0.66059
ENSMUST00000144489	2911	2683.26	1793.5	12.085
ENSMUST00000127254	3005	2777.26	1647.69	10.7267
ENSMUST00000126338	496	274.199	43.6272	2.87674
ENSMUST00000124082	916	688.259	11.8077	0.310185
ENSMUST00000107420	2752	2524.26	308.008	2.20615
ENSMUST00000138674	662	435.08	10.2401	0.42554
ENSMUST00000125369	1719	1491.26	422.69	5.12479
ENSMUST00000142565	418	203.84	13.3665	1.18559
ENSMUST00000153875	2136	1908.26	2.42509	0.0229773
ENSMUST00000034707	6354	6126.26	152.629	0.450454
ENSMUST00000174008	5405	5177.26	3993.83	13.9475
ENSMUST00000172996	3800	3572.26	34.168	0.172936
ENSMUST00000098948	6376	6148.26	4793.11	14.0953
ENSMUST00000010267	2639	2411.26	319.607	2.39651
ENSMUST00000131723	2987	2759.26	47.0952	0.308597
ENSMUST00000147583	567	341.939	11.1468	0.5894
ENSMUST00000148671	826	598.467	0	0
ENSMUST00000042779	12190	11962.3	1869.47	2.82562
ENSMUST00000121337	2248	2020.26	0	0
ENSMUST00000101080	2207	1979.26	0	0
ENSMUST00000167049	2042	1814.26	9.57468	0.0954185
ENSMUST00000138930	672	444.938	2.4395	0.0991308
ENSMUST00000046856	2418	2190.26	15.3151	0.126425
ENSMUST00000133315	906	678.259	0	0
ENSMUST00000114403	1274	1046.26	59.119	1.02164
ENSMUST00000127323	330	132.47	0	0
ENSMUST00000146114	1227	999.259	42.6405	0.771528
ENSMUST00000114402	802	574.58	6.91785	0.217685
ENSMUST00000114401	1269	1041.26	0	0
ENSMUST00000067741	2983	2755.26	33.1991	0.217857
ENSMUST00000040729	4071	3843.26	14774.1	69.5038
ENSMUST00000162722	584	358.575	50.7709	2.56001
ENSMUST00000160961	3983	3755.26	4009	19.3021
ENSMUST00000159773	605	379.05	0	0
ENSMUST00000161153	849	621.39	34.5121	1.00419
ENSMUST00000162862	1046	818.259	536.314	11.8505
ENSMUST00000159426	1006	778.259	711.598	16.5317
ENSMUST00000105735	3038	2810.26	1278.47	8.22529
ENSMUST00000140089	578	352.759	0	0
ENSMUST00000179175	2953	2725.26	4927.73	32.6924
ENSMUST00000027810	2636	2408.26	2795.13	20.9848
ENSMUST00000130996	539	314.786	329.167	18.9064
ENSMUST00000133218	936	708.259	814.736	20.7985
ENSMUST00000176740	542	317.6	437.081	24.8822
ENSMUST00000154956	599	373.172	12.7005	0.615347
ENSMUST00000165165	8046	7818.26	18	0.0416265
ENSMUST00000148880	478	257.33	12.4227	0.872835
ENSMUST00000052135	6184	5956.26	11141.1	33.8191
ENSMUST00000098062	2134	1906.26	516.227	4.89628
ENSMUST00000071590	5728	5500.26	16855.8	55.4083
ENSMUST00000137860	582	356.598	222.07	11.2595
ENSMUST00000156738	698	470.879	63.3155	2.43113
ENSMUST00000126053	542	317.6	16.0425	0.91327
ENSMUST00000087315	4137	3909.26	9997.83	46.2401
ENSMUST00000173584	4048	3820.26	2984.13	14.1232
ENSMUST00000174260	819	591.506	204.12	6.23928
ENSMUST00000172570	423	208.158	14.001	1.21612
ENSMUST00000172637	3731	3503.26	5834.9	30.114
ENSMUST00000172656	475	254.65	256.987	18.2463
ENSMUST00000172741	347	145.261	13.0604	1.6256
ENSMUST00000173911	746	518.688	277.15	9.66088
ENSMUST00000173336	557	332.18	466.198	25.3749
ENSMUST00000172999	806	578.543	225.6	7.05035
ENSMUST00000173142	388	178.527	23.6747	2.39766
ENSMUST00000173302	744	516.688	328.386	11.4912
ENSMUST00000174084	826	598.467	1017.97	30.754
ENSMUST00000152243	2528	2300.26	31.5861	0.248271
ENSMUST00000078053	3157	2929.26	1757.62	10.8486
ENSMUST00000145542	470	249.984	0	0
ENSMUST00000125212	356	152.411	0.518933	0.0615606
ENSMUST00000150768	1302	1074.26	26.3615	0.443679
ENSMUST00000156700	3098	2870.26	1630.91	10.2735
ENSMUST00000117542	2150	1922.26	1053.15	9.9057
ENSMUST00000031103	2547	2319.26	661.672	5.15823
ENSMUST00000125375	3720	3492.26	990.932	5.13033
ENSMUST00000139402	749	521.688	0	0
ENSMUST00000134123	2587	2359.26	78.9348	0.604924
ENSMUST00000131263	538	313.826	9.59135	0.552584
ENSMUST00000080449	2520	2292.26	375	2.95784
ENSMUST00000026322	4683	4455.26	7105	28.8336
ENSMUST00000063814	2289	2061.26	8744.25	76.7004
ENSMUST00000153291	550	325.308	6.99033	0.388518
ENSMUST00000129062	303	112.376	87.6482	14.1018
ENSMUST00000139885	430	214.345	29.5651	2.49386
ENSMUST00000130825	1275	1047.26	394.111	6.80413
ENSMUST00000070932	387	177.75	0	0
ENSMUST00000021040	1787	1559.26	14.4374	0.167409
ENSMUST00000100722	1871	1643.26	19.5626	0.215243
ENSMUST00000063977	1435	1207.26	12	0.179717
ENSMUST00000090511	4650	4422.26	1765.2	7.21702
ENSMUST00000064377	2859	2631.26	56.5261	0.388412
ENSMUST00000165455	609	382.976	24.5019	1.15674
ENSMUST00000170767	416	202.129	53	4.74083
ENSMUST00000049821	750	522.688	539.402	18.6586
ENSMUST00000069828	4422	4194.26	149.68	0.645233
ENSMUST00000160585	3276	3048.26	312.527	1.85371
ENSMUST00000162447	3273	3045.26	44.7933	0.265948
ENSMUST00000040656	1209	981.259	167	3.07709
ENSMUST00000101281	1598	1370.26	615.983	8.12782
ENSMUST00000025293	930	702.259	1983	51.0544
ENSMUST00000146688	2295	2067.26	551.721	4.82539
ENSMUST00000132166	309	116.504	52.6463	8.17022
