abundance	counts	length	countsFromAbundance	log10abundance_norm
ENSMUSG00000021835	11.08449	733.8948	1197.08714423487	no	1.15219901228073
ENSMUSG00000021838	0.16380785	38.99995	4304.64927194271	no	0.0767190390509166
ENSMUSG00000021840	43.599	10310.42	4275.70350558499	no	1.72887414242785
ENSMUSG00000021843	57.1435	13452	4256.26	no	1.84528653053498
ENSMUSG00000021846	1.34455	418.025	5621.26	no	0.40361836117642
ENSMUSG00000021848	17.1859342	1660.00244	1746.39237225292	no	1.33622887126705
ENSMUSG00000021850	0.0642724	2	562.617	no	0.0350084809366611
ENSMUSG00000021852	0.0907229	7	1395.04794769568	no	0.0484540551360797
ENSMUSG00000021866	10.226968	1284.8757	2271.54855942446	no	1.12212555412228
ENSMUSG00000021867	1.399423	68.6802	887.341160376098	no	0.428950588049156
ENSMUSG00000021868	46.0649	4284	1681.46287898161	no	1.751790556155
ENSMUSG00000021870	34.497625	6241.00626	3270.93657566125	no	1.62698349982907
ENSMUSG00000021871	13.40897	1288.994	1738.05421238171	no	1.23193022008943
ENSMUSG00000021872	0.223688	16	1293.26	no	0.101424434559053
ENSMUSG00000021874	1.9028798	328.793	3124.05134334917	no	0.501179032600961
ENSMUSG00000021876	3.21533	251.441	1413.89761106947	no	0.679352005193292
ENSMUSG00000021877	50.793350229	3604.0032976	1282.88093122028	no	1.79444038195134
ENSMUSG00000021879	0.097477	29	5379.02478143562	no	0.0516495040584218
ENSMUSG00000021880	0	0	844.259	no	0.00722156441930597
ENSMUSG00000021884	8.2198683	710.22508	1562.20927914059	no	1.03113614360228
ENSMUSG00000021886	0	0	1821.26	no	0.00596872561830436
ENSMUSG00000021890	20.0624	4449.87	4010.26	no	1.39894546518543
ENSMUSG00000021891	33.6675	4112	2208.26	no	1.61638869161565
ENSMUSG00000021892	0.548743	74	2438.20786083832	no	0.213506924473766
ENSMUSG00000021893	24.688362	5057.999	3704.19469927248	no	1.48636658201781
ENSMUSG00000021895	10.8571	2016	3357.26	no	1.14224079593381
ENSMUSG00000021898	0.637776	47	1332.40921696646	no	0.236477182716489
ENSMUSG00000021900	8.33675	752.97	1633.01140114433	no	1.03958789497403
ENSMUSG00000021901	46.5171	8177	3178.26	no	1.75603462016394
ENSMUSG00000021902	4.05616	394	1756.26	no	0.759082432415691
ENSMUSG00000021903	0.170221	39.4004	4184.99681273168	no	0.0811502762236099
ENSMUSG00000021904	0.155205	37	4310.26	no	0.0714171249276459
ENSMUSG00000021905	41.974589	1436.9265	618.950630485268	no	1.7125884291351
ENSMUSG00000021906	18.0626978	1387.42978	1388.79082583996	no	1.35456985618656
ENSMUSG00000021907	0.965513	18	337.072	no	0.313398951855541
ENSMUSG00000021908	38.5895	6640.46	3111.26	no	1.67548242112055
ENSMUSG00000021910	238.5453267	26718.46776	2025.10847351439	no	2.46281465835598
ENSMUSG00000021911	43.617577	4493.99663	1862.85701257303	no	1.72824196846081
ENSMUSG00000021913	49.6287	8842	3221.26	no	1.78308419650941
ENSMUSG00000021916	35.50216	3470.268	1767.32106952366	no	1.63975183019328
ENSMUSG00000021917	72.437667	2354.91071	587.783147350839	no	1.94732066036822
ENSMUSG00000021918	4.93832	690	2526.26	no	0.835804260623031
ENSMUSG00000021919	0.0492711	7.03694	2582.26	no	0.0278936973168546
ENSMUSG00000021922	0.3316627	19.07331	1039.76980154235	no	0.138679372384842
ENSMUSG00000021927	0.175423	7.13376	735.259	no	0.0829982815103981
ENSMUSG00000021928	4.11616	421	1849.26	no	0.769428244350772
ENSMUSG00000021929	18.3316	3994	3939.26	no	1.36099955587825
ENSMUSG00000021930	5.11611	608.833	2151.62130184848	no	0.849056436076633
ENSMUSG00000021932	54.946977	4053.72312	1333.88349715279	no	1.82783960403352
ENSMUSG00000021933	0.0946518	13	2483.26	no	0.0480060309980421
ENSMUSG00000021936	12.226211	2023.00162	2991.65486557487	no	1.19428916305303
ENSMUSG00000021938	34.316	3892.0036	2050.61305145471	no	1.62694868650158
ENSMUSG00000021939	42.3341	10562.8	4511.26	no	1.71417837482223
ENSMUSG00000021940	1.29495	205	2862.26	no	0.406801290693667
ENSMUSG00000021943	0.00793257	1	2279.26	no	0.00950524882089366
ENSMUSG00000021944	1.5973	234.000021	2648.72630896638	no	0.452253890743337
ENSMUSG00000021945	10.3514	3806.27	6648.26	no	1.12712805301303
ENSMUSG00000021947	2.59982	170	1182.26	no	0.608747342536011
ENSMUSG00000021948	60.35461	4845.0331	1451.42518505894	no	1.86746538037074
ENSMUSG00000021950	15.0902	1379	1652.26	no	1.26259532427755
ENSMUSG00000021951	10.7284	361	608.39	no	1.14098047314727
ENSMUSG00000021952	17.4501614	2084.86258	2160.15588550093	no	1.339231227959
ENSMUSG00000021953	587.277284	44056.7561	1356.36886300769	no	2.85457886596993
ENSMUSG00000021957	101.35694	15168.248	2705.76302062197	no	2.09231672150526
ENSMUSG00000021958	27.7018	1721	1123.26	no	1.53430080336089
ENSMUSG00000021959	9.427243	1839.1691	3527.32298262779	no	1.08381963709115
ENSMUSG00000021961	0	0	805.259	no	0.0057937204204521
ENSMUSG00000021962	17.0863	5092	5388.26	no	1.33083188873778
ENSMUSG00000021963	31.53962	1618.18272	927.635984434816	no	1.59042313525598
ENSMUSG00000021965	27.9955	3146.73	2032.26	no	1.53951019001409
ENSMUSG00000021966	0.0216206	1	836.259	no	0.0154618661533229
ENSMUSG00000021967	8.80903	1019.87	2093.26	no	1.05754034422897
ENSMUSG00000021969	17.9565	4911.36	4945.26	no	1.3526081991444
ENSMUSG00000021972	14.490222	1850.40457	2308.87240490408	no	1.26261627265874
ENSMUSG00000021973	5.88712	678	2082.26	no	0.898006216760059
ENSMUSG00000021974	0.414896	68.4347	2982.26	no	0.167702140230817
ENSMUSG00000021975	12.638	1712	2449.26	no	1.20612218140402
ENSMUSG00000021977	0.281276	2	128.56	no	0.119985646784269
ENSMUSG00000021978	8.34321	2653	5749.26	no	1.03722595480022
ENSMUSG00000021981	5.31613	826	2809.26	no	0.862453882762239
ENSMUSG00000021982	16.98189	1330	1416.03385026048	no	1.32863534162385
ENSMUSG00000021983	0.1925933	10	938.785996387206	no	0.0873505743372969
ENSMUSG00000021986	0.0656525	9.04249	2490.26	no	0.0353994354657248
ENSMUSG00000021987	6.41387	1280	3608.26	no	0.932656225688445
ENSMUSG00000021990	1.0969474297	273.14099197	4502.03124378188	no	0.365254043286333
ENSMUSG00000021991	0.0261031	5	3463.26	no	0.0182470786754195
ENSMUSG00000021993	7.53052	906	2175.26	no	0.995919968575023
ENSMUSG00000021994	0.1037045	31.96374	5572.7332301877	no	0.0536774682315943
ENSMUSG00000021996	57.574922	2396.7708	752.664565482017	no	1.84811340203644
ENSMUSG00000021997	0	0	2289.26	no	0.00593508973060489
ENSMUSG00000021998	2.8442569	516.0126	3280.19049808546	no	0.636703957723398
ENSMUSG00000021999	0.551736	38	1245.26	no	0.206113849866153
ENSMUSG00000022000	39.3246	12883	5923.26	no	1.6844228138119
ENSMUSG00000022002	0.0563788	2	641.39	no	0.0305793638272416
ENSMUSG00000022003	5.05135	413	1478.26	no	0.843367751421319
ENSMUSG00000022008	9.84211	2841.66	5220.26	no	1.10339002364696
ENSMUSG00000022009	28.8847	5984.92	3746.26	no	1.55158370303393
ENSMUSG00000022010	276.927524	20228.03886	1320.67225720911	no	2.52738457148813
ENSMUSG00000022012	1.9645	355	3267.26	no	0.524401733593097
ENSMUSG00000022013	19.8283	462	421.274	no	1.39322957989118
ENSMUSG00000022014	0	0	1294.2595	no	0.0057937204204521
ENSMUSG00000022015	0.531178	59	2008.26	no	0.200790409637767
ENSMUSG00000022016	8.26278	4182.41	9151.8398084906	no	1.0350755414462
ENSMUSG00000022018	0.628647	24	690.259	no	0.236390746368015
ENSMUSG00000022019	5.166539	746	2610.64144258661	no	0.854490155137102
ENSMUSG00000022020	23.141719	4196.17993	3278.42959821377	no	1.45878531690062
ENSMUSG00000022021	9.27734	2126.681	4144.63672005122	no	1.07971715897583
ENSMUSG00000022022	2.63308	238	1634.26	no	0.61302160092645
ENSMUSG00000022023	17.507	3122	3224.26	no	1.34094555745655
ENSMUSG00000022024	35.0327	3339	1723.26	no	1.63513425305413
ENSMUSG00000022025	0.0300025	2	1205.26	no	0.0214108098471047
ENSMUSG00000022026	0	0	1412.26	no	0.00688240376778375
ENSMUSG00000022031	36.6053	5392	2663.26	no	1.6534524886879
ENSMUSG00000022032	4.4270427	830.05976	3390.0315357026	no	0.78438756464655
ENSMUSG00000022033	22.744105	1846.0016	1467.4738239302	no	1.45020743119574
ENSMUSG00000022034	82.08102	9251.17	2037.80087167776	no	2.00119584983522
ENSMUSG00000022035	24.9099	2754.44	1999.26	no	1.48886906632556
ENSMUSG00000022037	3.8073912	320.99981	1524.35445761833	no	0.733371888624481
ENSMUSG00000022039	0.070041	9	2323.26	no	0.0369190775377115
ENSMUSG00000022040	12.4454	1244	1807.26	no	1.20049892613943
ENSMUSG00000022041	0.597335	109	3299.26	no	0.229770084799278
ENSMUSG00000022043	16.13314	2968.0028	3326.23112031508	no	1.30592917517675
ENSMUSG00000022044	0.0171661	1	1053.26	no	0.0154654377672682
ENSMUSG00000022048	1.24945	296.617	4292.26	no	0.393651164118796
ENSMUSG00000022051	41.500687	4108.00057	1789.7115050487	no	1.70839386172348
ENSMUSG00000022052	32.7495	6898	3808.26	no	1.60561646839202
ENSMUSG00000022053	0.03964585	9.16127	4177.97662986164	no	0.0241268039807084
ENSMUSG00000022054	39.78531	6847.566	3111.87118312262	no	1.68601727448207
ENSMUSG00000022055	14.7741	2575.82	3152.26	no	1.27199624056641
ENSMUSG00000022056	0.0111564	2	3241.26	no	0.0116725191778947
ENSMUSG00000022057	0.00822861	1	2197.26	no	0.00978689827465781
ENSMUSG00000022061	0.146239	24	2967.26	no	0.0686985010301028
ENSMUSG00000022064	5.49803	925.419	3043.26	no	0.873844152271744
ENSMUSG00000022066	9.319296	1567.53002	3041.16799015999	no	1.07940465777393
ENSMUSG00000022070	53.0302	7172	2445.26	no	1.81261049158202
ENSMUSG00000022074	23.8014	3874.56	2943.26	no	1.46675627412884
ENSMUSG00000022075	8.95998	2472	4988.26	no	1.06080267142244
ENSMUSG00000022076	0.0186392	4.01463	3894.26	no	0.0142231808910581
ENSMUSG00000022085	0.0220692	1	819.259	no	0.0164091050149425
ENSMUSG00000022089	10.744	882	1484.26	no	1.13746922612911
ENSMUSG00000022090	1.298091	73.99997	1030.7060786817	no	0.39747130932034
ENSMUSG00000022091	1.1846	176	2686.26	no	0.367994482065601
ENSMUSG00000022092	0.872352	83	1720.26	no	0.300820164839185
ENSMUSG00000022094	9.4450982	1565.37961	2996.54715379533	no	1.08559019171426
ENSMUSG00000022095	19.9933	4207.85	3805.26	no	1.39612279367178
ENSMUSG00000022096	2.5829504	703.00002	4920.93429936866	no	0.598728592708974
ENSMUSG00000022097	0	0	576.58	no	0.00632949290542186
ENSMUSG00000022098	1.76743	345	3529.26	no	0.478403994274205
ENSMUSG00000022099	41.47533	8965.21	3908.20526674049	no	1.70675960919506
ENSMUSG00000022100	4.87521	4015.0456	14890.3685078181	no	0.832016958143431
ENSMUSG00000022101	2.31695	187	1459.26	no	0.579147753361034
ENSMUSG00000022102	6.036872	253.99984	760.729256014505	no	0.921632487531645
ENSMUSG00000022103	0.179539	32.1163	3234.26	no	0.084122426226289
ENSMUSG00000022105	12.238972	1699.59311	2510.77572525209	no	1.19118013614982
ENSMUSG00000022106	10.0485974002626	961.978980047968	1730.88483765337	no	1.11311691611918
ENSMUSG00000022108	24.735	2114	1545.26	no	1.48634765172521
ENSMUSG00000022109	67.9855	4046.93	1076.26	no	1.91974626993637
ENSMUSG00000022110	51.437537	4029.07631	1416.22868131524	no	1.79991934943328
ENSMUSG00000022111	51.976	2015.92	701.259	no	1.80478065379491
ENSMUSG00000022112	0.1365191	12.92321	1711.5315671287	no	0.064432135348947
ENSMUSG00000022113	1.49443	236	2855.26	no	0.429389400986793
ENSMUSG00000022114	23.6503	2429.42	1857.26	no	1.46787369462805
ENSMUSG00000022116	0	0	369.293	no	0.0101770429199541
ENSMUSG00000022119	82.38145	15353.45	3369.64622201964	no	2.00278381759784
ENSMUSG00000022120	5.81012	1037.4	3228.26	no	0.895220621276159
ENSMUSG00000022122	0.1236	24.9537	3650.26	no	0.0632377659753135
ENSMUSG00000022123	0.0127991	2	2825.26	no	0.0123149651680206
ENSMUSG00000022124	68.261024	8816.985	2335.36600051652	no	1.92160412762592
ENSMUSG00000022125	34.0968	4089	2168.26	no	1.62189123074769
ENSMUSG00000022126	0	0	2395.26	no	0.0057937204204521
ENSMUSG00000022129	0.026677	3	2033.26	no	0.0178491910573472
ENSMUSG00000022130	22.4708	2531.96	2037.26	no	1.44590089850294
ENSMUSG00000022131	11.6015	1699.93	2649.26	no	1.17180006767904
ENSMUSG00000022132	0.104662	11	1900.26	no	0.0537810002681617
ENSMUSG00000022136	13.7363	3770	4962.26	no	1.24038028145933
ENSMUSG00000022139	4.465673	1067.0004	4320.01195899924	no	0.795929645848038
ENSMUSG00000022141	17.4924	8308	8587.26	no	1.34110657898247
ENSMUSG00000022142	28.2	9630	6174.26	no	1.54239581438031
ENSMUSG00000022144	0.0055102	1	3281.26	no	0.00837526726003406
ENSMUSG00000022146	0.48706070249012	39.43390052339	1463.84452514226	no	0.193079319434607
ENSMUSG00000022148	0.506447	32	1142.41310839634	no	0.197193674423918
ENSMUSG00000022149	0	0	743.462	no	0.0057937204204521
ENSMUSG00000022150	0.151287100078343	22.0000000109464	2629.22971249983	no	0.0748775508643813
ENSMUSG00000022151	5.18384	421.0005	1468.3806981697	no	0.853569851993575
ENSMUSG00000022155	0.003613	1	5004.26	no	0.00793018408316611
ENSMUSG00000022156	0.0520105	2	695.259	no	0.028707410017547
ENSMUSG00000022157	0.0576369	2	627.39	no	0.0311170384761584
ENSMUSG00000022159	10.816552	1439.79083	2406.68222153418	no	1.14206962047861
ENSMUSG00000022160	64.439176	2911.72687	816.973416621824	no	1.89703598010336
ENSMUSG00000022174	63.847794	2435.193	689.598481811917	no	1.89296853232117
ENSMUSG00000022175	13.6288	2995	3973.26	no	1.2363395525001
ENSMUSG00000022176	0.2942812	25.99999	1597.42164031477	no	0.127983587464652
ENSMUSG00000022177	24.342	1830	1359.26	no	1.47891511226867
ENSMUSG00000022178	27.3705	4958.16	3275.26	no	1.52975828666374
ENSMUSG00000022179	1.88684	246	2357.26	no	0.502719996254547
ENSMUSG00000022180	0.51003	107.343	3805.26	no	0.202773050506212
ENSMUSG00000022181	0.423291	62	2648.26	no	0.177773364442958
ENSMUSG00000022184	5.527671	293.9998	961.641855167936	no	0.871804871023606
ENSMUSG00000022185	433.656868	33837.81067	1410.79737999029	no	2.7228721546074
ENSMUSG00000022186	15.59429	2267.98984	2629.55406095064	no	1.29151783337113
ENSMUSG00000022187	0.0389195	5.48749	2549.26	no	0.0233720359098586
ENSMUSG00000022191	62.3119402	12390.01998	3595.08389045658	no	1.88211812534946
ENSMUSG00000022193	51.6644	1838.48	643.39	no	1.8018503853248
ENSMUSG00000022194	293.41595	17198.0547	1059.75026434579	no	2.55314580948032
ENSMUSG00000022195	20.3082	4207.87	3746.26	no	1.40325058149143
ENSMUSG00000022197	0.921372	671.917	13185.3	no	0.310964446000878
ENSMUSG00000022199	25.0609	2864	2066.26	no	1.49013204958415
ENSMUSG00000022200	19.7247	2594.55	2378.26	no	1.39108542775381
ENSMUSG00000022201	70.3456379	7250.27075	1863.47872371831	no	1.93505751747619
ENSMUSG00000022203	6.82491	1262	3343.26	no	0.951468370801037
ENSMUSG00000022204	80.371	4313	970.259	no	1.99187277633992
ENSMUSG00000022205	237.41945	7725.6715	588.340432273978	no	2.46089589069778
ENSMUSG00000022206	1.10204	408.335	6699.26	no	0.352251800277769
ENSMUSG00000022208	0.3432963	68.7154	3619.03524925261	no	0.149751066062463
ENSMUSG00000022209	0	0	830.825	no	0.00724630783799241
ENSMUSG00000022210	16.3341	1050	1162.26	no	1.31136568771016
ENSMUSG00000022211	2.2433	540	4352.26	no	0.558210347925321
ENSMUSG00000022212	0.05089450357	7.000001601	2486.76948150235	no	0.0283951369714369
ENSMUSG00000022214	24.19378803574	2918.7873056402	2181.25902669128	no	1.47727448303631
ENSMUSG00000022215	0.146349	6	741.259	no	0.0694890660383537
ENSMUSG00000022216	45.046016	1867.99984	749.770268882935	no	1.74154982187978
ENSMUSG00000022217	17.79464	700.7952	712.048023567771	no	1.34616115558999
ENSMUSG00000022218	1.954422	275.9999	2553.28677006296	no	0.522661115162888
ENSMUSG00000022219	0.862973	40.0716	839.551507738944	no	0.299237303205273
ENSMUSG00000022220	0.646466349008	117.0000611187	3272.25994277375	no	0.234268053442834
ENSMUSG00000022221	25.16111	2352.9948	1690.82927059259	no	1.49263963277793
ENSMUSG00000022223	39.8643	2201	998.259	no	1.69024845744034
ENSMUSG00000022225	0	0	846.259	no	0.0057937204204521
ENSMUSG00000022226	0	0	743.259	no	0.0057937204204521
ENSMUSG00000022227	0	0	800.259	no	0.0057937204204521
ENSMUSG00000022228	40.17153	7571.373	3407.72402041446	no	1.69237044589781
ENSMUSG00000022229	0.169962	35	3723.26	no	0.0856093099269688
ENSMUSG00000022231	0.145246	85.0032	10581.3	no	0.0685616125253815
ENSMUSG00000022234	205.230054	13590.0342	1197.25103014308	no	2.39763830045411
ENSMUSG00000022235	0.8102658	32	714.052788374136	no	0.282659657051208
ENSMUSG00000022236	0.265008	10	682.259	no	0.117022114599015
ENSMUSG00000022237	4.612354	1762.0024	6907.01728098927	no	0.796117274667145
ENSMUSG00000022240	1.8442	580	5686.26	no	0.48850679125702
ENSMUSG00000022241	87.1714	11611	2408.26	no	2.02679438972045
ENSMUSG00000022243	0.236236	36	2755.26	no	0.104146260557866
ENSMUSG00000022244	2.06434	268	2347.26	no	0.537077950776106
ENSMUSG00000022245	0.0268790526	5.00000015	3363.28407076654	no	0.0188584934706226
ENSMUSG00000022246	39.496617	10019	4586.39968905236	no	1.68618169357074
ENSMUSG00000022247	82.35567	9924.0027	2178.71886397136	no	2.0024254846547
ENSMUSG00000022248	40.68932	3992.614	1774.12628715963	no	1.69792553369313
ENSMUSG00000022249	0.130276	3	416.355	no	0.0653555346879681
ENSMUSG00000022253	14.541099	2781.006	3457.89322015757	no	1.26480952528812
ENSMUSG00000022255	63.5460031	7490.3287	2131.17956644238	no	1.89075765092943
ENSMUSG00000022257	14.0483	1297	1669.26	no	1.25077536815431
ENSMUSG00000022261	2.6236	449	3094.26	no	0.6036669392612
ENSMUSG00000022262	0.0164343	14	15402.3	no	0.0133692638864817
ENSMUSG00000022263	5.44838	3395	11266.3	no	0.86697021610815
ENSMUSG00000022265	6.573046	1072.9957	2951.48598136024	no	0.943021104119315
ENSMUSG00000022269	3.226973	213.9995	1199.02229020819	no	0.684177614711488
ENSMUSG00000022270	3.78078	614	2936.26	no	0.735548214857025
ENSMUSG00000022272	73.6000522	17749.78271	4360.35490942758	no	1.95309423160169
ENSMUSG00000022280	8.00345	1792	4048.26	no	1.02045613122296
ENSMUSG00000022283	751.8314	67468.05	1622.50211131179	no	2.96252658196822
ENSMUSG00000022285	150.083776	24154.99698	2909.91999863369	no	2.2614267731512
ENSMUSG00000022286	34.033951	5861.0019	3113.63490457161	no	1.6172660226302
ENSMUSG00000022288	0	0	361.482	no	0.0057937204204521
ENSMUSG00000022292	8.433442	649.76524	1393.02553686905	no	1.04201647383222
ENSMUSG00000022295	67.2044	6948	1869.26	no	1.91354795606857
ENSMUSG00000022296	0	0	408.541	no	0.0065367971363973
ENSMUSG00000022297	3.66105	779.986	3852.01806121195	no	0.721843546415978
ENSMUSG00000022299	6.62064	995	2717.26	no	0.947279148685811
ENSMUSG00000022300	40.0469	2911	1314.26	no	1.69134030681923
ENSMUSG00000022303	7.54861	737	1765.26	no	0.991097940638741
ENSMUSG00000022304	21.796645	842.9999	699.271349407214	no	1.42958431846169
ENSMUSG00000022305	5.793704	1240.9964	3872.78089406017	no	0.895784372524761
ENSMUSG00000022306	0.057141	15	4746.26	no	0.0315599288772705
ENSMUSG00000022307	15.80696269109	2564.000084684	2932.76690012257	no	1.2980305201864
ENSMUSG00000022309	0	0	4028.26	no	0.00587348519926582
ENSMUSG00000022311	4.1733952	209.075	905.774716607476	no	0.771772411699328
ENSMUSG00000022312	112.793	6396	1025.26	no	2.13803372844422
ENSMUSG00000022313	22.862088	1626.64126	1286.42073452976	no	1.45267815752291
ENSMUSG00000022314	78.1745	14598	3376.26	no	1.97970243556083
ENSMUSG00000022315	0.09129	8.80192	1743.26	no	0.0476273159283504
ENSMUSG00000022321	0.235436	35.8386	2752.23116413802	no	0.107712886201119
ENSMUSG00000022322	50.246	5292	1904.26	no	1.78953786966353
ENSMUSG00000022323	10.248801	532.9995	940.29053256259	no	1.12251161850295
ENSMUSG00000022324	0.1577816	29	3323.14459744356	no	0.0802019398468402
ENSMUSG00000022325	115.0756	6704.995	1053.47231090761	no	2.14671741274178
ENSMUSG00000022329	6.6798877	792.00039	2143.69878707401	no	0.95185622177782
ENSMUSG00000022330	0.471581	39	1495.26	no	0.187568122185176
ENSMUSG00000022332	9.40382	863	1659.26	no	1.08434888877027
ENSMUSG00000022335	2.4941495	568.99972	4124.75474660601	no	0.59187939390489
ENSMUSG00000022336	95.5056	6937	1313.26	no	2.06628604483444
ENSMUSG00000022337	38.3732	2159	1017.26	no	1.67322530943822
ENSMUSG00000022338	22.5663	2747.42	2201.26	no	1.44814658845685
ENSMUSG00000022339	5.9533	439	1333.26	no	0.907301530650858
ENSMUSG00000022340	0.0738726	11	2692.26	no	0.0413241233361511
ENSMUSG00000022342	0	0	4268.26	no	0.00586902838446702
ENSMUSG00000022346	1.612434	147	1648.32639610924	no	0.472036269892117
ENSMUSG00000022347	0	0	1595.26	no	0.0057937204204521
ENSMUSG00000022350	33.3637	7020	3804.26	no	1.61185268797601
ENSMUSG00000022351	42.914033	6207.5102	2615.32286489084	no	1.72316401559548
ENSMUSG00000022353	23.1632	6069	4737.26	no	1.45806367918292
ENSMUSG00000022354	114.727	2692	424.247	no	2.14551544214006
ENSMUSG00000022357	0.00486166	0.53355	1984.26	no	0.00830557151172242
ENSMUSG00000022358	0.2018	74.8727	6708.26	no	0.0924619507222956
ENSMUSG00000022359	26.1558	1583	1094.26	no	1.51062573067796
ENSMUSG00000022360	56.2907	16984.2	5455.26	no	1.83867556466195
ENSMUSG00000022361	4.132694	710.4601	3108.23596001059	no	0.771199311437372
ENSMUSG00000022362	26.156279	1497.2993	1035.00051688698	no	1.50915134685378
ENSMUSG00000022364	32.013684	2748.9979	1552.55434535869	no	1.59569854066602
ENSMUSG00000022365	33.2074	5358	2917.26	no	1.61121170753639
ENSMUSG00000022366	0.0101163	1	1787.26	no	0.0103434057142073
ENSMUSG00000022367	0.0451013	10.0011	4009.26	no	0.0262748549172317
ENSMUSG00000022369	40.114683	3654.23547	1647.02809799128	no	1.69269801946951
ENSMUSG00000022370	37.69609	1916.4136	919.178269669878	no	1.66635385753637
ENSMUSG00000022371	0.0418417	10	4321.14776746643	no	0.026789377218638
ENSMUSG00000022372	0	0	2713.2598	no	0.0057937204204521
ENSMUSG00000022375	0.0779218	8	1856.26	no	0.0414778876464738
ENSMUSG00000022376	0	0	4804.26	no	0.00592733556420048
ENSMUSG00000022377	10.425384557	2236.999582	3879.55426525662	no	1.12590751122962
ENSMUSG00000022378	75.0761	7735	1862.80073533388	no	1.96239712978754
ENSMUSG00000022382	0.29911	52	3143.26	no	0.135081475479138
ENSMUSG00000022383	0.347238	61.1736	3185.26	no	0.149496065648232
ENSMUSG00000022385	144.875	19978	2493.26	no	2.2456975778733
ENSMUSG00000022386	41.961814	1783.99943	768.685376325485	no	1.71107633349268
ENSMUSG00000022387	41.945109	9787.27558	4218.79469746454	no	1.71156361597635
ENSMUSG00000022388	0.8817103	112.1549	2299.85502488289	no	0.303437571602884
ENSMUSG00000022389	155.4858343	16664.9718	1937.85964750523	no	2.2762145997421
ENSMUSG00000022390	11.6681	3698	5730.26	no	1.17262227504569
ENSMUSG00000022391	101.694688	15331.5727	2725.81861714232	no	2.09329480179795
ENSMUSG00000022394	55.5035419	8065.8605	2627.47191523684	no	1.83309093955799
ENSMUSG00000022400	50.8074	4010.71	1427.26	no	1.79407383454676
ENSMUSG00000022401	5.5749785	1458.83751	4731.19318357206	no	0.879356721822488
ENSMUSG00000022403	84.3222147	13517.04813	2898.31701594496	no	2.01254914123609
ENSMUSG00000022404	51.5808	4106	1439.26	no	1.80071879023198
ENSMUSG00000022407	71.791346	5715.6985	1439.47918396151	no	1.9433911297244
ENSMUSG00000022408	0.0327512	5	2760.26	no	0.0212534752819151
ENSMUSG00000022412	17.701068	4726.0375	4827.31392194415	no	1.34553880314601
ENSMUSG00000022414	11.3301	1694	2703.26	no	1.15851520537308
ENSMUSG00000022415	78.726454	4503.9977	1034.39230584058	no	1.98220460623207
ENSMUSG00000022416	0.03277706	13.000044	7171.0270660767	no	0.0209234167694895
ENSMUSG00000022419	4.1185551	1887.01004	8283.92822381471	no	0.768694910599434
ENSMUSG00000022420	10.224713	660.99965	1168.84914942493	no	1.11919608457349
ENSMUSG00000022421	3.720813	804.7482	3910.48311262082	no	0.728357310442383
ENSMUSG00000022422	8.38767	676.961	1459.25224099184	no	1.04223332053981
ENSMUSG00000022425	0.0189174	3	2867.26	no	0.014503270549326
ENSMUSG00000022426	15.6235	2736	3166.26	no	1.29422593180509
ENSMUSG00000022427	98.1061	4077.001	751.36721737894	no	2.0779057373046
ENSMUSG00000022428	15.093	744	891.259	no	1.27868129547892
ENSMUSG00000022429	16.4764	1790	1964.26	no	1.31735910161886
ENSMUSG00000022431	0.698203	55	1424.26	no	0.250604189309832
ENSMUSG00000022432	3.73446	787	3810.26	no	0.737792369274179
ENSMUSG00000022433	37.494098	3352.05193	1616.42713203033	no	1.6640588434991
ENSMUSG00000022434	16.7274	2142	2315.26	no	1.32135440249519
ENSMUSG00000022435	0.0411732	2	878.259	no	0.0240289611909725
ENSMUSG00000022436	76.348195	9461.84981	2240.70589471185	no	1.96895734236294
ENSMUSG00000022437	45.0365	3600	1445.26	no	1.74322540925794
ENSMUSG00000022438	11.6308087	1696.00946	2636.4943225021	no	1.16786655247273
ENSMUSG00000022439	3.860333	296.99996	1391.04129632754	no	0.735247737277892
ENSMUSG00000022440	2.81901	339	2174.26	no	0.619608255313712
ENSMUSG00000022441	0.0730774	8.999997	2226.72711170211	no	0.042773919921455
ENSMUSG00000022442	5.860718	579.15409	1786.6989044513	no	0.894187019017451
ENSMUSG00000022443	44.6886501	16765.06483	6782.8886165579	no	1.73788998498935
ENSMUSG00000022445	0.420991	33	1417.26	no	0.167968713465562
ENSMUSG00000022449	0.14884063	51.00004	6195.21607664386	no	0.0746706360595079
ENSMUSG00000022450	115.189	2135	335.115	no	2.14710119857301
ENSMUSG00000022451	53.531622	8085.66674	2730.94816176336	no	1.8170692223276
ENSMUSG00000022452	76.8744	1371	322.449901136139	no	1.97262023278141
ENSMUSG00000022453	22.5085	2098	1685.26	no	1.44641730759808
ENSMUSG00000022454	0.120987	21	3138.26	no	0.0627943583882359
ENSMUSG00000022455	1.85736	112	1090.26	no	0.498203099829817
ENSMUSG00000022456	5.647678	1389.5805	4448.58978119503	no	0.877330811834625
ENSMUSG00000022462	73.4313	17863	4398.26	no	1.95283023829917
ENSMUSG00000022463	59.3495	15629	4761.26	no	1.86124828358053
ENSMUSG00000022464	6.60396	1353	3704.26	no	0.951801813522163
ENSMUSG00000022466	14.2505	1601.78	2032.26	no	1.25597882577731
ENSMUSG00000022468	0.0830661	10	2176.62727377354	no	0.0464069855518733
